Plate,Well,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Comment [Gene Identifier],Comment [Gene Symbol],Comment [Protein Name],Comment [Protein Name Abbreviation],Protein Sequence (aa),UniProt ID,Addgene ID,Experimental Condition [Subcellular Localization],Channels
VAMP_DEG_Pl101_20150513/Meas_04,J16,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,J17,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,J18,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,J19,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,J20,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,J21,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,J22,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,J23,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,J24,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,K13,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,K14,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,K15,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,K16,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,K17,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,K18,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,K19,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,K20,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,K21,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,K22,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,K23,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,K24,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,L13,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,L14,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,L15,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,L16,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,L17,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,L18,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,L19,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,L20,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,L21,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,L22,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,L23,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,L24,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,M13,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,M14,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,M15,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,M16,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,M17,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,M18,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,M19,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,M20,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,M21,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,M22,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,M23,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,M24,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,N13,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,N14,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,N15,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,N16,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,N17,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,N18,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,N19,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,N20,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,N21,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,N22,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,N23,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,N24,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,O13,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,O14,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,O15,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,O16,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,O17,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,O18,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,O19,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,O20,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,O21,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,O22,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,O23,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,O24,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,P13,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,P14,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,P15,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,P16,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,P17,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,P18,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,P19,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,P20,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,P21,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,P22,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,P23,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_20150513/Meas_04,P24,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_BIN1_20150520/Meas_01,A18,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_BIN1_20150520/Meas_01,A19,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_BIN1_20150520/Meas_01,A20,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_BIN1_20150520/Meas_01,B17,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_BIN1_20150520/Meas_01,B18,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_BIN1_20150520/Meas_01,B19,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_BIN1_20150520/Meas_01,B20,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_BIN1_20150520/Meas_01,C17,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_BIN1_20150520/Meas_01,C18,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_BIN1_20150520/Meas_01,C19,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_BIN1_20150520/Meas_01,C20,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_BIN1_20150520/Meas_01,D17,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_BIN1_20150520/Meas_01,D18,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
VAMP_DEG_Pl101_BIN1_20150520/Meas_01,D19,Mus musculus,NCBITaxon,NCBITaxon_10090,NMuMG,CLO,CLO_0008186,4128,MAOA,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
